id,levels,terms
,negative,despairingly
,negative,desperate
,negative,desperately
,negative,desperation
,negative,despicable
,negative,despicably
,negative,despise
,negative,despised
,negative,despoil
,negative,despoiler
,negative,despondence
,negative,despondency
,negative,despondent
,negative,despondently
,negative,despot
,negative,despotic
,negative,despotism
,negative,destabilisation
,negative,destains
,negative,destitute
,negative,destitution
,negative,destroy
,negative,destroyer
,negative,destruction
,negative,destructive
,negative,desultory
,negative,deter
,negative,deteriorate
,negative,deteriorating
,negative,deterioration
,negative,deterrent
,negative,detest
,negative,detestable
,negative,detestably
,negative,detested
,negative,detesting
,negative,detests
,negative,detract
,negative,detracted
,negative,detracting
,negative,detraction
,negative,detracts
,negative,detriment
,negative,detrimental
,negative,devastate
,negative,devastated
,negative,devastates
,negative,devastating
,negative,devastatingly
,negative,devastation
,negative,deviate
,negative,deviation
,negative,devil
,negative,devilish
,negative,devilishly
,negative,devilment
,negative,devilry
,negative,devious
,negative,deviously
,negative,deviousness
,negative,devoid
,negative,diabolic
,negative,diabolical
,negative,diabolically
,negative,diametrically
,negative,diappointed
,negative,diatribe
,negative,diatribes
,negative,dick
,negative,dictator
,negative,dictatorial
,negative,die
,negative,die-hard
,negative,died
,negative,dies
,negative,difficult
,negative,difficulties
,negative,difficulty
,negative,diffidence
,negative,dilapidated
,negative,dilemma
,negative,dilly-dally
,negative,dim
,negative,dimmer
,negative,din
,negative,ding
,negative,dings
,negative,dinky
,negative,dire
,negative,direly
,negative,direness
,negative,dirt
,negative,dirtbag
,negative,dirtbags
,negative,dirts
,negative,dirty
,negative,disable
,negative,disabled
,negative,disaccord
,negative,disadvantage
,negative,disadvantaged
,negative,disadvantageous
,negative,disadvantages
,negative,disaffect
,negative,disaffected
,negative,disaffirm
,negative,disagree
,negative,disagreeable
,negative,disagreeably
,negative,disagreed
,negative,disagreeing
,negative,disagreement
,negative,disagrees
,negative,disallow
,negative,disapointed
,negative,disapointing
,negative,disapointment
,negative,disappoint
,negative,disappointed
,negative,disappointing
,negative,disappointingly
,negative,disappointment
,negative,disappointments
,negative,disappoints
,negative,disapprobation
,negative,disapproval
,negative,disapprove
,negative,disapproving
,negative,disarm
,negative,disarray
,negative,disaster
,negative,disasterous
,negative,disastrous
,negative,disastrously
,negative,disavow
,negative,disavowal
,negative,disbelief
,negative,disbelieve
,negative,disbeliever
,negative,disclaim
,negative,discombobulate
,negative,discomfit
,negative,discomfititure
,negative,discomfort
,negative,discompose
,negative,disconcert
,negative,disconcerted
,negative,disconcerting
,negative,disconcertingly
,negative,disconsolate
,negative,disconsolately
,negative,disconsolation
,negative,discontent
,negative,discontented
,negative,discontentedly
,negative,discontinued
,negative,discontinuity
,negative,discontinuous
,negative,discord
,negative,discordance
,negative,discordant
,negative,discountenance
,negative,discourage
,negative,discouragement
,negative,discouraging
,negative,discouragingly
,negative,discourteous
,negative,discourteously
,negative,discoutinous
,negative,discredit
,negative,discrepant
,negative,discriminate
,negative,discrimination
,negative,discriminatory
,negative,disdain
,negative,disdained
,negative,disdainful
,negative,disdainfully
,negative,disfavor
,negative,disgrace
,negative,disgraced
,negative,disgraceful
,negative,disgracefully
,negative,disgruntle
,negative,disgruntled
,negative,disgust
,negative,disgusted
,negative,disgustedly
,negative,disgustful
,negative,disgustfully
,negative,disgusting
,negative,disgustingly
,negative,dishearten
,negative,disheartening
,negative,dishearteningly
,negative,dishonest
,negative,dishonestly
,negative,dishonesty
,negative,dishonor
,negative,dishonorable
,negative,dishonorablely
,negative,disillusion
,negative,disillusioned
,negative,disillusionment
,negative,disillusions
,negative,disinclination
,negative,disinclined
,negative,disingenuous
,negative,disingenuously
,negative,disintegrate
,negative,disintegrated
,negative,disintegrates
,negative,disintegration
,negative,disinterest
,negative,disinterested
,negative,dislike
,negative,disliked
,negative,dislikes
,negative,disliking
,negative,dislocated
,negative,disloyal
,negative,disloyalty
,negative,dismal
,negative,dismally
,negative,dismalness
,negative,dismay
,negative,dismayed
,negative,dismaying
,negative,dismayingly
,negative,dismissive
,negative,dismissively
,negative,disobedience
,negative,disobedient
,negative,disobey
,negative,disoobedient
,negative,disorder
,negative,disordered
,negative,disorderly
,negative,disorganized
,negative,disorient
,negative,disoriented
,negative,disown
,negative,disparage
,negative,disparaging
,negative,disparagingly
,negative,dispensable
,negative,dispirit
,negative,dispirited
,negative,dispiritedly
,negative,dispiriting
,negative,displace
,negative,displaced
,negative,displease
,negative,displeased
,negative,displeasing
,negative,displeasure
,negative,disproportionate
,negative,disprove
,negative,disputable
,negative,dispute
,negative,disputed
,negative,disquiet
,negative,disquieting
,negative,disquietingly
,negative,disquietude
,negative,disregard
,negative,disregardful
,negative,disreputable
,negative,disrepute
,negative,disrespect
,negative,disrespectable
,negative,disrespectablity
,negative,disrespectful
,negative,disrespectfully
,negative,disrespectfulness
,negative,disrespecting
,negative,disrupt
,negative,disruption
,negative,disruptive
,negative,diss
,negative,dissapointed
,negative,dissappointed
,negative,dissappointing
,negative,dissatisfaction
,negative,dissatisfactory
,negative,dissatisfied
,negative,dissatisfies
,negative,dissatisfy
,negative,dissatisfying
,negative,dissed
,negative,dissemble
,negative,dissembler
,negative,dissension
,negative,dissent
,negative,dissenter
,negative,dissention
,negative,disservice
,negative,disses
,negative,dissidence
,negative,dissident
,negative,dissidents
,negative,dissing
,negative,dissocial
,negative,dissolute
,negative,dissolution
,negative,dissonance
,negative,dissonant
,negative,dissonantly
,negative,dissuade
,negative,dissuasive
,negative,distains
,negative,distaste
,negative,distasteful
,negative,distastefully
,negative,distort
,negative,distorted
,negative,distortion
,negative,distorts
,negative,distract
,negative,distracting
,negative,distraction
,negative,distraught
,negative,distraughtly
,negative,distraughtness
,negative,distress
,negative,distressed
,negative,distressing
,negative,distressingly
,negative,distrust
,negative,distrustful
,negative,distrusting
,negative,disturb
,negative,disturbance
,negative,disturbed
,negative,disturbing
,negative,disturbingly
,negative,disunity
,negative,disvalue
,negative,divergent
,negative,divisive
,negative,divisively
,negative,divisiveness
,negative,dizzing
,negative,dizzingly
,negative,dizzy
,negative,doddering
,negative,dodgey
,negative,dogged
,negative,doggedly
,negative,dogmatic
,negative,doldrums
,negative,domineer
,negative,domineering
,negative,donside
,negative,doom
,negative,doomed
,negative,doomsday
,negative,dope
,negative,doubt
,negative,doubtful
,negative,doubtfully
,negative,doubts
,negative,douchbag
,negative,douchebag
,negative,douchebags
,negative,downbeat
,negative,downcast
,negative,downer
,negative,downfall
,negative,downfallen
,negative,downgrade
,negative,downhearted
,negative,downheartedly
,negative,downhill
,negative,downside
,negative,downsides
,negative,downturn
,negative,downturns
,negative,drab
,negative,draconian
,negative,draconic
,negative,drag
,negative,dragged
,negative,dragging
,negative,dragoon
,negative,drags
,negative,drain
,negative,drained
,negative,draining
,negative,drains
,negative,drastic
,negative,drastically
,negative,drawback
,negative,drawbacks
,negative,dread
,negative,dreadful
,negative,dreadfully
,negative,dreadfulness
,negative,dreary
,negative,dripped
,negative,dripping
,negative,drippy
,negative,drips
,negative,drones
,negative,droop
,negative,droops
,negative,drop-out
,negative,drop-outs
,negative,dropout
,negative,dropouts
,negative,drought
,negative,drowning
,negative,drunk
,negative,drunkard
,negative,drunken
,negative,dubious
,negative,dubiously
,negative,dubitable
,negative,dud
,negative,dull
,negative,dullard
,negative,dumb
,negative,dumbfound
,negative,dump
,negative,dumped
,negative,dumping
,negative,dumps
,negative,dunce
,negative,dungeon
,negative,dungeons
,negative,dupe
,negative,dust
,negative,dusty
,negative,dwindling
,negative,dying
,negative,earsplitting
,negative,eccentric
,negative,eccentricity
,negative,effigy
,negative,effrontery
,negative,egocentric
,negative,egomania
,negative,egotism
,negative,egotistical
,negative,egotistically
,negative,egregious
,negative,egregiously
,negative,election-rigger
,negative,elimination
,negative,emaciated
,negative,emasculate
,negative,embarrass
,negative,embarrassing
,negative,embarrassingly
,negative,embarrassment
,negative,embattled
,negative,embroil
,negative,embroiled
,negative,embroilment
,negative,emergency
,negative,emphatic
,negative,emphatically
,negative,emptiness
,negative,encroach
,negative,encroachment
,negative,endanger
,negative,enemies
,negative,enemy
,negative,enervate
,negative,enfeeble
,negative,enflame
,negative,engulf
,negative,enjoin
,negative,enmity
,negative,enrage
,negative,enraged
,negative,enraging
,negative,enslave
,negative,entangle
,negative,entanglement
,negative,entrap
,negative,entrapment
,negative,envious
,negative,enviously
,negative,enviousness
,negative,epidemic
,negative,equivocal
,negative,erase
,negative,erode
,negative,erodes
,negative,erosion
,negative,err
,negative,errant
,negative,erratic
,negative,erratically
,negative,erroneous
,negative,erroneously
,negative,error
,negative,errors
,negative,eruptions
,negative,escapade
,negative,eschew
,negative,estranged
,negative,evade
,negative,evasion
,negative,evasive
,negative,evil
,negative,evildoer
,negative,evils
,negative,eviscerate
,negative,exacerbate
,negative,exagerate
,negative,exagerated
,negative,exagerates
,negative,exaggerate
,negative,exaggeration
,negative,exasperate
,negative,exasperated
,negative,exasperating
,negative,exasperatingly
,negative,exasperation
,negative,excessive
,negative,excessively
,negative,exclusion
,negative,excoriate
,negative,excruciating
,negative,excruciatingly
,negative,excuse
,negative,excuses
,negative,execrate
,negative,exhaust
,negative,exhausted
,negative,exhaustion
,negative,exhausts
,negative,exhorbitant
,negative,exhort
,negative,exile
,negative,exorbitant
,negative,exorbitantance
,negative,exorbitantly
,negative,expel
,negative,expensive
,negative,expire
,negative,expired
,negative,explode
,negative,exploit
,negative,exploitation
,negative,explosive
,negative,expropriate
,negative,expropriation
,negative,expulse
,negative,expunge
,negative,exterminate
,negative,extermination
,negative,extinguish
,negative,extort
,negative,extortion
,negative,extraneous
,negative,extravagance
,negative,extravagant
,negative,extravagantly
,negative,extremism
,negative,extremist
,negative,extremists
,negative,eyesore
,negative,f**k
,negative,fabricate
,negative,fabrication
,negative,facetious
,negative,facetiously
,negative,fail
,negative,failed
,negative,failing
,negative,fails
,negative,failure
,negative,failures
,negative,faint
,negative,fainthearted
,negative,faithless
,negative,fake
,negative,fall
,negative,fallacies
,negative,fallacious
,negative,fallaciously
,negative,fallaciousness
,negative,fallacy
,negative,fallen
,negative,falling
,negative,fallout
,negative,falls
,negative,FALSE
,negative,falsehood
,negative,falsely
,negative,falsify
,negative,falter
,negative,faltered
,negative,famine
,negative,famished
,negative,fanatic
,negative,fanatical
,negative,fanatically
,negative,fanaticism
,negative,fanatics
,negative,fanciful
,negative,far-fetched
,negative,farce
,negative,farcical
,negative,farcical-yet-provocative
,negative,farcically
,negative,farfetched
,negative,fascism
,negative,fascist
,negative,fastidious
,negative,fastidiously
,negative,fastuous
,negative,fat
,negative,fat-cat
,negative,fat-cats
,negative,fatal
,negative,fatalistic
,negative,fatalistically
,negative,fatally
,negative,fatcat
,negative,fatcats
,negative,fateful
,negative,fatefully
,negative,fathomless
,negative,fatigue
,negative,fatigued
,negative,fatique
,negative,fatty
,negative,fatuity
,negative,fatuous
,negative,fatuously
,negative,fault
,negative,faults
,negative,faulty
,negative,fawningly
,negative,faze
,negative,fear
,negative,fearful
,negative,fearfully
,negative,fears
,negative,fearsome
,negative,feckless
,negative,feeble
,negative,feeblely
,negative,feebleminded
,negative,feign
,negative,feint
,negative,fell
,negative,felon
,negative,felonious
,negative,ferociously
,negative,ferocity
,negative,fetid
,negative,fever
,negative,feverish
,negative,fevers
,negative,fiasco
,negative,fib
,negative,fibber
,negative,fickle
,negative,fiction
,negative,fictional
,negative,fictitious
,negative,fidget
,negative,fidgety
,negative,fiend
,negative,fiendish
,negative,fierce
,negative,figurehead
,negative,filth
,negative,filthy
,negative,finagle
,negative,finicky
,negative,fissures
,negative,fist
,negative,flabbergast
,negative,flabbergasted
,negative,flagging
,negative,flagrant
,negative,flagrantly
,negative,flair
,negative,flairs
,negative,flak
,negative,flake
,negative,flakey
,negative,flakieness
,negative,flaking
,negative,flaky
,negative,flare
,negative,flares
,negative,flareup
,negative,flareups
,negative,flat-out
,negative,flaunt
,negative,flaw
,negative,flawed
,negative,flaws
,negative,flee
,negative,fleed
,negative,fleeing
,negative,fleer
,negative,flees
,negative,fleeting
,negative,flicering
,negative,flicker
,negative,flickering
,negative,flickers
,negative,flighty
,negative,flimflam
,negative,flimsy
,negative,flirt
,negative,flirty
,negative,floored
,negative,flounder
,negative,floundering
,negative,flout
,negative,fluster
,negative,foe
,negative,fool
,negative,fooled
,negative,foolhardy
,negative,foolish
,negative,foolishly
,negative,foolishness
,negative,forbid
,negative,forbidden
,negative,forbidding
,negative,forceful
,negative,foreboding
,negative,forebodingly
,negative,forfeit
,negative,forged
,negative,forgetful
,negative,forgetfully
,negative,forgetfulness
,negative,forlorn
,negative,forlornly
,negative,forsake
,negative,forsaken
,negative,forswear
,negative,foul
,negative,foully
,negative,foulness
,negative,fractious
,negative,fractiously
,negative,fracture
,negative,fragile
,negative,fragmented
,negative,frail
,negative,frantic
,negative,frantically
,negative,franticly
,negative,fraud
,negative,fraudulent
,negative,fraught
,negative,frazzle
,negative,frazzled
,negative,freak
,negative,freaking
,negative,freakish
,negative,freakishly
,negative,freaks
,negative,freeze
,negative,freezes
,negative,freezing
,negative,frenetic
,negative,frenetically
,negative,frenzied
,negative,frenzy
,negative,fret
,negative,fretful
,negative,frets
,negative,friction
,negative,frictions
,negative,fried
,negative,friggin
,negative,frigging
,negative,fright
,negative,frighten
,negative,frightening
,negative,frighteningly
,negative,frightful
,negative,frightfully
,negative,frigid
,negative,frost
,negative,frown
,negative,froze
,negative,frozen
,negative,fruitless
,negative,fruitlessly
,negative,frustrate
,negative,frustrated
,negative,frustrates
,negative,frustrating
,negative,frustratingly
,negative,frustration
,negative,frustrations
,negative,fuck
,negative,fucking
,negative,fudge
,negative,fugitive
,negative,full-blown
,negative,fulminate
,negative,fumble
,negative,fume
,negative,fumes
,negative,fundamentalism
,negative,funky
,negative,funnily
,negative,funny
,negative,furious
,negative,furiously
,negative,furor
,negative,fury
,negative,fuss
,negative,fussy
,negative,fustigate
,negative,fusty
,negative,futile
,negative,futilely
,negative,futility
,negative,fuzzy
,negative,gabble
,negative,gaff
,negative,gaffe
,negative,gainsay
,negative,gainsayer
,negative,gall
,negative,galling
,negative,gallingly
,negative,galls
,negative,gangster
,negative,gape
,negative,garbage
,negative,garish
,negative,gasp
,negative,gauche
,negative,gaudy
,negative,gawk
,negative,gawky
,negative,geezer
,negative,genocide
,negative,get-rich
,negative,ghastly
,negative,ghetto
,negative,ghosting
,negative,gibber
,negative,gibberish
,negative,gibe
,negative,giddy
,negative,gimmick
,negative,gimmicked
,negative,gimmicking
,negative,gimmicks
,negative,gimmicky
,negative,glare
,negative,glaringly
,negative,glib
,negative,glibly
,negative,glitch
,negative,glitches
,negative,gloatingly
,negative,gloom
,negative,gloomy
,negative,glower
,negative,glum
,negative,glut
,negative,gnawing
,negative,goad
,negative,goading
,negative,god-awful
,negative,goof
,negative,goofy
,negative,goon
,negative,gossip
,negative,graceless
,negative,gracelessly
,negative,graft
,negative,grainy
,negative,grapple
,negative,grate
,negative,grating
,negative,gravely
,negative,greasy
,negative,greed
,negative,greedy
,negative,grief
,negative,grievance
,negative,grievances
,negative,grieve
,negative,grieving
,negative,grievous
,negative,grievously
,negative,grim
,negative,grimace
,negative,grind
,negative,gripe
,negative,gripes
,negative,grisly
,negative,gritty
,negative,gross
,negative,grossly
,negative,grotesque
,negative,grouch
,negative,grouchy
,negative,groundless
,negative,grouse
,negative,growl
,negative,grudge
,negative,grudges
,negative,grudging
,negative,grudgingly
,negative,gruesome
,negative,gruesomely
,negative,gruff
,negative,grumble
,negative,grumpier
,negative,grumpiest
,negative,grumpily
,negative,grumpish
,negative,grumpy
,negative,guile
,negative,guilt
,negative,guiltily
,negative,guilty
,negative,gullible
,negative,gutless
,negative,gutter
,negative,hack
,negative,hacks
,negative,haggard
,negative,haggle
,negative,hairloss
,negative,halfhearted
,negative,halfheartedly
,negative,hallucinate
,negative,hallucination
,negative,hamper
,negative,hampered
,negative,handicapped
,negative,hang
,negative,hangs
,negative,haphazard
,negative,hapless
,negative,harangue
,negative,harass
,negative,harassed
,negative,harasses
,negative,harassment
,negative,harboring
,negative,harbors
,negative,hard
,negative,hard-hit
,negative,hard-line
,negative,hard-liner
,negative,hardball
,negative,harden
,negative,hardened
,negative,hardheaded
,negative,hardhearted
,negative,hardliner
,negative,hardliners
,negative,hardship
,negative,hardships
,negative,harm
,negative,harmed
,negative,harmful
,negative,harms
,negative,harpy
,negative,harridan
,negative,harried
,negative,harrow
,negative,harsh
,negative,harshly
,negative,hasseling
,negative,hassle
,negative,hassled
,negative,hassles
,negative,haste
,negative,hastily
,negative,hasty
,negative,hate
,negative,hated
,negative,hateful
,negative,hatefully
,negative,hatefulness
,negative,hater
,negative,haters
,negative,hates
,negative,hating
,negative,hatred
,negative,haughtily
,negative,haughty
,negative,haunt
,negative,haunting
,negative,havoc
,negative,hawkish
,negative,haywire
,negative,hazard
,negative,hazardous
,negative,haze
,negative,hazy
,negative,head-aches
,negative,headache
,negative,headaches
,negative,heartbreaker
,negative,heartbreaking
,negative,heartbreakingly
,negative,heartless
,negative,heathen
,negative,heavy-handed
,negative,heavyhearted
,negative,heck
,negative,heckle
,negative,heckled
,negative,heckles
,negative,hectic
,negative,hedge
,negative,hedonistic
,negative,heedless
,negative,hefty
,negative,hegemonism
,negative,hegemonistic
,negative,hegemony
,negative,heinous
,negative,hell
,negative,hell-bent
,negative,hellion
,negative,hells
,negative,helpless
,negative,helplessly
,negative,helplessness
,negative,heresy
,negative,heretic
,negative,heretical
,negative,hesitant
,negative,hestitant
,negative,hideous
,negative,hideously
,negative,hideousness
,negative,high-priced
,negative,hiliarious
,negative,hinder
,negative,hindrance
,negative,hiss
,negative,hissed
,negative,hissing
,negative,ho-hum
,negative,hoard
,negative,hoax
,negative,hobble
,negative,hogs
,negative,hollow
,negative,hoodium
,negative,hoodwink
,negative,hooligan
,negative,hopeless
,negative,hopelessly
,negative,hopelessness
,negative,horde
,negative,horrendous
,negative,horrendously
,negative,horrible
,negative,horrid
,negative,horrific
,negative,horrified
,negative,horrifies
,negative,horrify
,negative,horrifying
,negative,horrifys
,negative,hostage
,negative,hostile
,negative,hostilities
,negative,hostility
,negative,hotbeds
,negative,hothead
,negative,hotheaded
,negative,hothouse
,negative,hubris
,negative,huckster
,negative,hum
,negative,humid
,negative,humiliate
,negative,humiliating
,negative,humiliation
,negative,humming
,negative,hung
,negative,hurt
,negative,hurted
,negative,hurtful
,negative,hurting
,negative,hurts
,negative,hustler
,negative,hype
,negative,hypocricy
,negative,hypocrisy
,negative,hypocrite
,negative,hypocrites
,negative,hypocritical
,negative,hypocritically
,negative,hysteria
,negative,hysteric
,negative,hysterical
,negative,hysterically
,negative,hysterics
,negative,idiocies
,negative,idiocy
,negative,idiot
,negative,idiotic
,negative,idiotically
,negative,idiots
,negative,idle
,negative,ignoble
,negative,ignominious
,negative,ignominiously
,negative,ignominy
,negative,ignorance
,negative,ignorant
,negative,ignore
,negative,ill-advised
,negative,ill-conceived
,negative,ill-defined
,negative,ill-designed
,negative,ill-fated
,negative,ill-favored
,negative,ill-formed
,negative,ill-mannered
,negative,ill-natured
,negative,ill-sorted
,negative,ill-tempered
,negative,ill-treated
,negative,ill-treatment
,negative,ill-usage
,negative,ill-used
,negative,illegal
,negative,illegally
,negative,illegitimate
,negative,illicit
,negative,illiterate
,negative,illness
,negative,illogic
,negative,illogical
,negative,illogically
,negative,illusion
,negative,illusions
,negative,illusory
,negative,imaginary
,negative,imbalance
,negative,imbecile
,negative,imbroglio
,negative,immaterial
,negative,immature
,negative,imminence
,negative,imminently
,negative,immobilized
,negative,immoderate
,negative,immoderately
,negative,immodest
,negative,immoral
,negative,immorality
,negative,immorally
,negative,immovable
,negative,impair
,negative,impaired
,negative,impasse
,negative,impatience
,negative,impatient
,negative,impatiently
,negative,impeach
,negative,impedance
,negative,impede
,negative,impediment
,negative,impending
,negative,impenitent
,negative,imperfect
,negative,imperfection
,negative,imperfections
,negative,imperfectly
,negative,imperialist
,negative,imperil
,negative,imperious
,negative,imperiously
,negative,impermissible
,negative,impersonal
,negative,impertinent
,negative,impetuous
,negative,impetuously
,negative,impiety
,negative,impinge
,negative,impious
,negative,implacable
,negative,implausible
,negative,implausibly
,negative,implicate
,negative,implication
,negative,implode
,negative,impolite
,negative,impolitely
,negative,impolitic
,negative,importunate
,negative,importune
,negative,impose
,negative,imposers
,negative,imposing
,negative,imposition
,negative,impossible
,negative,impossiblity
,negative,impossibly
,negative,impotent
,negative,impoverish
,negative,impoverished
,negative,impractical
,negative,imprecate
,negative,imprecise
,negative,imprecisely
,negative,imprecision
,negative,imprison
,negative,imprisonment
,negative,improbability
,negative,improbable
,negative,improbably
,negative,improper
,negative,improperly
,negative,impropriety
,negative,imprudence
,negative,imprudent
,negative,impudence
,negative,impudent
,negative,impudently
,negative,impugn
,negative,impulsive
,negative,impulsively
,negative,impunity
,negative,impure
,negative,impurity
,negative,inability
,negative,inaccuracies
,negative,inaccuracy
,negative,inaccurate
,negative,inaccurately
,negative,inaction
,negative,inactive
,negative,inadequacy
,negative,inadequate
,negative,inadequately
,negative,inadverent
,negative,inadverently
,negative,inadvisable
,negative,inadvisably
,negative,inane
,negative,inanely
,negative,inappropriate
,negative,inappropriately
,negative,inapt
,negative,inaptitude
,negative,inarticulate
,negative,inattentive
,negative,inaudible
,negative,incapable
,negative,incapably
,negative,incautious
,negative,incendiary
,negative,incense
,negative,incessant
,negative,incessantly
,negative,incite
,negative,incitement
,negative,incivility
,negative,inclement
,negative,incognizant
,negative,incoherence
,negative,incoherent
,negative,incoherently
,negative,incommensurate
,negative,incomparable
,negative,incomparably
,negative,incompatability
,negative,incompatibility
,negative,incompatible
,negative,incompetence
,negative,incompetent
,negative,incompetently
,negative,incomplete
,negative,incompliant
,negative,incomprehensible
,negative,incomprehension
,negative,inconceivable
,negative,inconceivably
,negative,incongruous
,negative,incongruously
,negative,inconsequent
,negative,inconsequential
,negative,inconsequentially
,negative,inconsequently
,negative,inconsiderate
,negative,inconsiderately
,negative,inconsistence
,negative,inconsistencies
,negative,inconsistency
,negative,inconsistent
,negative,inconsolable
,negative,inconsolably
,negative,inconstant
,negative,inconvenience
,negative,inconveniently
,negative,incorrect
,negative,incorrectly
,negative,incorrigible
,negative,incorrigibly
,negative,incredulous
,negative,incredulously
,negative,inculcate
,negative,indecency
,negative,indecent
,negative,indecently
,negative,indecision
,negative,indecisive
,negative,indecisively
,negative,indecorum
,negative,indefensible
,negative,indelicate
,negative,indeterminable
,negative,indeterminably
,negative,indeterminate
,negative,indifference
,negative,indifferent
,negative,indigent
,negative,indignant
,negative,indignantly
,negative,indignation
,negative,indignity
,negative,indiscernible
,negative,indiscreet
,negative,indiscreetly
,negative,indiscretion
,negative,indiscriminate
,negative,indiscriminately
,negative,indiscriminating
,negative,indistinguishable
,negative,indoctrinate
,negative,indoctrination
,negative,indolent
,negative,indulge
,negative,ineffective
,negative,ineffectively
,negative,ineffectiveness
,negative,ineffectual
,negative,ineffectually
,negative,ineffectualness
,negative,inefficacious
,negative,inefficacy
,negative,inefficiency
,negative,inefficient
,negative,inefficiently
,negative,inelegance
,negative,inelegant
,negative,ineligible
,negative,ineloquent
,negative,ineloquently
,negative,inept
,negative,ineptitude
,negative,ineptly
,negative,inequalities
,negative,inequality
,negative,inequitable
,negative,inequitably
,negative,inequities
,negative,inescapable
,negative,inescapably
,negative,inessential
,negative,inevitable
,negative,inevitably
,negative,inexcusable
,negative,inexcusably
,negative,inexorable
,negative,inexorably
,negative,inexperience
,negative,inexperienced
,negative,inexpert
,negative,inexpertly
,negative,inexpiable
,negative,inexplainable
,negative,inextricable
,negative,inextricably
,negative,infamous
,negative,infamously
,negative,infamy
,negative,infected
,negative,infection
,negative,infections
,negative,inferior
,negative,inferiority
,negative,infernal
,negative,infest
,negative,infested
,negative,infidel
,negative,infidels
,negative,infiltrator
,negative,infiltrators
,negative,infirm
,negative,inflame
,negative,inflammation
,negative,inflammatory
,negative,inflammed
,negative,inflated
,negative,inflationary
,negative,inflexible
,negative,inflict
,negative,infraction
,negative,infringe
,negative,infringement
,negative,infringements
,negative,infuriate
,negative,infuriated
,negative,infuriating
,negative,infuriatingly
,negative,inglorious
,negative,ingrate
,negative,ingratitude
,negative,inhibit
,negative,inhibition
,negative,inhospitable
,negative,inhospitality
,negative,inhuman
,negative,inhumane
,negative,inhumanity
,negative,inimical
,negative,inimically
,negative,iniquitous
,negative,iniquity
,negative,injudicious
,negative,injure
,negative,injurious
,negative,injury
,negative,injustice
,negative,injustices
,negative,innuendo
,negative,inoperable
,negative,inopportune
,negative,inordinate
,negative,inordinately
,negative,insane
,negative,insanely
,negative,insanity
,negative,insatiable
,negative,insecure
,negative,insecurity
,negative,insensible
,negative,insensitive
,negative,insensitively
,negative,insensitivity
,negative,insidious
,negative,insidiously
,negative,insignificance
,negative,insignificant
,negative,insignificantly
,negative,insincere
,negative,insincerely
,negative,insincerity
,negative,insinuate
,negative,insinuating
,negative,insinuation
,negative,insociable
,negative,insolence
,negative,insolent
,negative,insolently
,negative,insolvent
,negative,insouciance
,negative,instability
,negative,instable
,negative,instigate
,negative,instigator
,negative,instigators
,negative,insubordinate
,negative,insubstantial
,negative,insubstantially
,negative,insufferable
,negative,insufferably
,negative,insufficiency
,negative,insufficient
,negative,insufficiently
,negative,insular
,negative,insult
,negative,insulted
,negative,insulting
,negative,insultingly
,negative,insults
,negative,insupportable
,negative,insupportably
,negative,insurmountable
,negative,insurmountably
,negative,insurrection
,negative,intefere
,negative,inteferes
,negative,intense
,negative,interfere
,negative,interference
,negative,interferes
,negative,intermittent
,negative,interrupt
,negative,interruption
,negative,interruptions
,negative,intimidate
,negative,intimidating
,negative,intimidatingly
,negative,intimidation
,negative,intolerable
,negative,intolerablely
,negative,intolerance
,negative,intoxicate
,negative,intractable
,negative,intransigence
,negative,intransigent
,negative,intrude
,negative,intrusion
,negative,intrusive
,negative,inundate
,negative,inundated
,negative,invader
,negative,invalid
,negative,invalidate
,negative,invalidity
,negative,invasive
,negative,invective
,negative,inveigle
,negative,invidious
,negative,invidiously
,negative,invidiousness
,negative,invisible
,negative,involuntarily
,negative,involuntary
,negative,irascible
,negative,irate
,negative,irately
,negative,ire
,negative,irk
,negative,irked
,negative,irking
,negative,irks
,negative,irksome
,negative,irksomely
,negative,irksomeness
,negative,irksomenesses
,negative,ironic
,negative,ironical
,negative,ironically
,negative,ironies
,negative,irony
,negative,irragularity
,negative,irrational
,negative,irrationalities
,negative,irrationality
,negative,irrationally
,negative,irrationals
,negative,irreconcilable
,negative,irrecoverable
,negative,irrecoverableness
,negative,irrecoverablenesses
,negative,irrecoverably
,negative,irredeemable
,negative,irredeemably
,negative,irreformable
,negative,irregular
,negative,irregularity
,negative,irrelevance
,negative,irrelevant
,negative,irreparable
,negative,irreplacible
,negative,irrepressible
,negative,irresolute
,negative,irresolvable
,negative,irresponsible
,negative,irresponsibly
,negative,irretating
,negative,irretrievable
,negative,irreversible
,negative,irritable
,negative,irritably
,negative,irritant
,negative,irritate
,negative,irritated
,negative,irritating
,negative,irritation
,negative,irritations
,negative,isolate
,negative,isolated
,negative,isolation
,negative,issue
,negative,issues
,negative,itch
,negative,itching
,negative,itchy
,negative,jabber
,negative,jaded
,negative,jagged
,negative,jam
,negative,jarring
,negative,jaundiced
,negative,jealous
,negative,jealously
,negative,jealousness
,negative,jealousy
,negative,jeer
,negative,jeering
,negative,jeeringly
,negative,jeers
,negative,jeopardize
,negative,jeopardy
,negative,jerk
,negative,jerky
,negative,jitter
,negative,jitters
,negative,jittery
,negative,job-killing
,negative,jobless
,negative,joke
,negative,joker
,negative,jolt
,negative,judder
,negative,juddering
,negative,judders
,negative,jumpy
,negative,junk
,negative,junky
,negative,junkyard
,negative,jutter
